Comments,Date,Favorites,User,Polarity,Sentiment
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 8:49,0,Ahsan Munir,0.071428571,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:45,0,@0buhchurchill,0.375,positive
RT @TelenorBankPk: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial…,3/16/2018 8:45,0,Farooq Azam Malik,0,neutral
RT @easypaisa: Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Financial wil…,3/16/2018 8:44,0,Tahira Khattak,0,neutral
28/03: don't miss the Microfinance Lunch Break on customer empowerment. Why should the financial sector take this s… https://t.co/YeM6kGyL4q,3/16/2018 8:43,1,Febelfin,0,neutral
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:39,0,hammed michael femi,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:37,0,usman musa,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:36,0,Walef,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:35,0,kobe,0.375,positive
Tunisie : Les enjeux de la microfinance expliqués aux députés - Kapitalis https://t.co/IB98LhiNIl,3/16/2018 8:33,0,?????????????News,0,neutral
"Amounts MFIs offer as loans might be miniscule compared to other loan ticket sizes, but these are disbursed with al… https://t.co/3vbMxhRX96",3/16/2018 8:32,3,VFS,-0.125,negative
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:30,0,Adeloye Olumide,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:30,0,Double00Femi,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:29,0,xmical enterpreneur,0.375,positive
RT @Dappssss: @DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along with my c…,3/16/2018 8:28,0,Dr. Joe Abah,0.375,positive
"RT @CGAP: Who do #smallholders in #Nigeria trust more as financial sources – banks, microfinance institutions, or friends? Find out on the…",3/16/2018 8:26,0,MTripleSW,0.25,positive
"RT @CGAP: Who do #smallholders in #Nigeria trust more as financial sources – banks, microfinance institutions, or friends? Find out on the…",3/16/2018 8:24,0,Ian Radcliffe,0.25,positive
CRISIL Inclusix's financial inclusion index for India jumped to 58 in 2016 from 50.1 in 2013 where microfinance... https://t.co/KoJY88asHp,3/16/2018 8:24,0,Madura Micro Finance,0,neutral
CRISIL Inclusix's financial inclusion index for India jumped to 58 in 2016 from 50.1 in 2013 where microfinance ind… https://t.co/8LjLrG64Sm,3/16/2018 8:24,0,MaduraInsights,0,neutral
Looking forward to when this initiative will be fully functional so that members/ clients of #Commercial #Banks and… https://t.co/0Dvt0rg8Z8,3/16/2018 8:24,2,kwikiriza Jackson,0,neutral
Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Fina… https://t.co/AzpET8OIx3,3/16/2018 8:23,6,Telenor Bank,0,neutral
"“Critical services could be reduced or eliminated entirely – from schools to sanitation, from medicine to microfina… https://t.co/ZgeZZCQoSH",3/16/2018 8:22,1,Majd,0,neutral
Telenor Group has reached a strategic partnership agreement with Ant Financial Services Group in Pakistan. Ant Fina… https://t.co/QtnXH86eFl,3/16/2018 8:21,24,easypaisa,0,neutral
Several Credit Officers (Female Only) – BRAC Uganda Microfinance Ltd: Job Title: Credit… https://t.co/sZ4KhDGmWY,3/16/2018 8:11,0,INFO TANZANIA,0,neutral
"L-Pesa Microfinance
Have you invested in Kripton yet? If you haven't, what are you waiting for? https://t.co/j8dd5LYOU7
#L-PESA #LPK #LPESA",3/16/2018 8:11,1,Javier Lewis,0,neutral
"Bandhan Bank IPO sees 42% subscription on Day 1. The Bandhan Bank IPO received bids for 35,005,200 shares against t… https://t.co/2uL7j8j1Tc",3/16/2018 8:10,0,Aavishkaar,0,neutral
RT @FaseehMangi: Jack Ma enters Pakistan - buys 45% of Telenor Microfinance Bank at a $410 million valuation https://t.co/mO6PgHoQ1O,3/16/2018 8:05,0,Bon John,0,neutral
Several  Credit Officers (Female Only) - BRAC Uganda Microfinance Ltd  https://t.co/VdF1PVq1so,3/16/2018 8:02,0,UgandanJobline,0,neutral
Several Credit Officers (Female Only) - BRAC Uganda Microfinance Ltd https://t.co/bllYP7QeL1,3/16/2018 8:02,0,UgandanJobline,0,neutral
Several Credit Officers (Female Only) - BRAC Uganda Microfinance Ltd https://t.co/TcnrmcST2b,3/16/2018 8:02,0,UgandanJobline,0,neutral
"#Togo Finances:   A Djeddah, la microfinance togolaise reçoit un appui de 11 milliards de FCFA de la BID #aLome https://t.co/9cmx106hl7",3/16/2018 8:01,0,aLome,0,neutral
Several Credit Officers (Female Only) - BRAC Uganda Microfinance Ltd https://t.co/YqgMQD8OJh,3/16/2018 8:00,0,UgandanJobline,0,neutral
Ant Financial Buys 45 Percent Stake In Telenor Microfinance Bank - https://t.co/anWST6AENj @AntFinancial who is nex… https://t.co/LwXRThlYTg,3/16/2018 7:54,0,John Owens,0,neutral
New #android #app: SNDP Microfinance - Ayalkoottam Accounting App https://t.co/XUcv2w6dXs,3/16/2018 7:46,0,New Android apps,0.136363636,positive
"RT @WBTanzania: #ICT provides new channels 4 delivering financial products &amp; services 2 rural sector, &amp; can reach farmers, intermediaries,…",3/16/2018 7:46,0,UNESCO Youth Forum Tanzania,0.045454545,positive
"RT @The_LHoFT: Why Luxembourg? ???
A few of the reasons why #Luxembourg is home to a growing number of financial services innovators, inclu…",3/16/2018 7:46,0,Giuliano Bidoli,-0.1,negative
"RT @The_LHoFT: Why Luxembourg? ???
A few of the reasons why #Luxembourg is home to a growing number of financial services innovators, inclu…",3/16/2018 7:44,0,TheOneLifeCompany,-0.1,negative
#L-PESA  Microfinance is a fintech startup poised to take advantage of the fast-growing need for financial services… https://t.co/MGeYqgWjH0,3/16/2018 7:43,1,dedy26 @buzzshow.com/tokensale,0,neutral
@DrJoeAbah Hi Doc. I have in the last couple of years successfully applied for a Microfinance Banking Licence along… https://t.co/5YV4tWne2w,3/16/2018 7:41,18,Daps,0.375,positive
"RT @LendoAfrica: Loans of N50,000 to N2.5m. We can also buy over your loan(s) with any of the Microfinance banks at a cheaper rate. https:/…",3/16/2018 7:29,0,E.,0,neutral
"Does #microfinance really alleviate #poverty?
https://t.co/ZN0gZjgzlg https://t.co/bxwYQRFG9X",3/16/2018 7:28,0,4-S ENTERPRISESGROUP,0.2,positive
"Loans of N50,000 to N2.5m. We can also buy over your loan(s) with any of the Microfinance banks at a cheaper rate. https://t.co/MfKPOl9TXD",3/16/2018 7:27,1,Lendo,0,neutral
RT @ProfSPickering: As @monashMSDI prepares to host Nobel laureate Professor Muhammad Yunus (@Yunus_Centre) Dr Sara Niner from School of So…,3/16/2018 7:27,0,Yacinta Kurniasih,0,neutral
"RT @TogoFirst: A Djeddah, la microfinance togolaise reçoit un appui de 11 milliards de FCFA de la BID https://t.co/nTHi6IE2Q3 https://t.co/…",3/16/2018 7:19,0,Moussa Soufianou,0,neutral
"RT @The_LHoFT: Why Luxembourg? ???
A few of the reasons why #Luxembourg is home to a growing number of financial services innovators, inclu…",3/16/2018 7:16,0,michele pranchere,-0.1,negative
RT @Jobbatical: Sometimes you need to quit your #job to find your #purpose. And for this #Romanian woman it was ?a #jobbatical at a Zambian…,3/16/2018 7:00,0,3rd EFX,0,neutral
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/16/2018 6:59,0,Lu,0.136363636,positive
"RT @waleajibade: @DrJoeAbah There are various Classifications. Commercial, Merchant, Mortgage, Specialised/DFI’s, Non-Interest, MicroFinanc…",3/16/2018 6:59,0,Precilia Nene,0,neutral
#Unnati_Microfinance_Bittiya_Sanstha_Limited (UMB) will be conducting its 3rd Annual General Meeting (AGM) on... https://t.co/QJEgHaz4DJ,3/16/2018 6:50,0,sharesansar,0.025,positive
RT @MonashUni: As we prepare to host #NobelPeacePrize winner Muhammad Yunus—the Bangladeshi social entrepreneur who founded the @grameenban…,3/16/2018 6:48,0,Margaret Gardner,0.033333333,positive
RT @SarathNairson: Leveraging #Analytics for #MicroFinance Institutions  #banking https://t.co/g5mYuTVEiX,3/16/2018 6:47,0,Puneet Mohan ??,0,neutral
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 6:43,0,cihuycoy,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 6:43,0,cihuycoy,0,neutral
"RT @angelspakistan: Major step in digitization of the economy, eCommerce and freelancing. By 2025, in Pakistan, McKinsey estimates $36 bil…",3/16/2018 6:43,0,Barkan Saeed,0.0625,positive
"RT @The_LHoFT: Why Luxembourg? ???
A few of the reasons why #Luxembourg is home to a growing number of financial services innovators, inclu…",3/16/2018 6:43,0,Loris Nicoletti,-0.1,negative
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 6:38,0,akubisa,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 6:38,0,akubisa,0,neutral
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 6:35,0,Lambok,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 6:35,0,Lambok,0,neutral
Ant Financial invests $184.5m in Telenor Microfinance Bank. #ant https://t.co/nifnEjN4Qn,3/16/2018 6:32,0,Balasubramaniam GD,0,neutral
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 6:31,0,LM10,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 6:31,0,LM10,0,neutral
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 6:28,0,CR7,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 6:28,0,CR7,0,neutral
IFC plans for more investments in microfinance - Eleven Myanmar https://t.co/srml6M44NP,3/16/2018 6:26,0,?????????????News,0.5,positive
"Required Customer Service Officer.
BCom,BBA/MCom/MBA
Female Only
Khushali Microfinance Bank Ltd.
Tehsil Chowk Rawalpindi Road Chakwal.",3/16/2018 6:24,0,Alabbas,0,neutral
"Required Customer Service Officer.
BCom,BBA/MCom/MBA
Female Only
Khushali Microfinance Bank Chakwal
Tehsil Chowk Rawalpindi Road Chakwal.",3/16/2018 6:24,0,Alabbas,0,neutral
RT @dev9_: Telenor Group and Ant Financial Services sign MoU for Strategic Partnership agreement in Pakistan with Ant Investing $184.5 Mill…,3/16/2018 6:17,0,Umar Sarwar,0,neutral
"https://t.co/11pMJkxZWv : - Microfinance Software, NBFC Software, Loan Software (bangalore): In today?s life all ar… https://t.co/CpaRfFm5lS",3/16/2018 6:17,0,sebule.com,0,neutral
RT @FINCATz: Pata mkopo wenye riba nafuu kupitia FINCA Microfinance Bank ukuze biashara yako na ufaidike zaidi.Fika sasa tawi letu lolote l…,3/16/2018 6:12,0,Holy_22,0,neutral
Pata mkopo wenye riba nafuu kupitia FINCA Microfinance Bank ukuze biashara yako na ufaidike zaidi.Fika sasa tawi le… https://t.co/G4uzkkFOEb,3/16/2018 6:11,5,FINCA Tanzania,0,neutral
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 6:09,0,Sarfaraz Iqbal,0.071428571,positive
"RT @oluabudu: Get a cash loan of N200,000 to N2.5m. For salary earners who live and work in Lagos State with no Collateral or Guarantor nee…",3/16/2018 6:08,0,Kalif's Impressions,0.136363636,positive
RT @IccoUsa: We're looking for a Microfinance Manager for the program STARS. ICCO is implementing the “Strengthening African Rural Smallhol…,3/16/2018 5:55,0,"ICCO Central, Eastern and Southern Africa",0,neutral
RT @ProfSPickering: As @monashMSDI prepares to host Nobel laureate Professor Muhammad Yunus (@Yunus_Centre) Dr Sara Niner from School of So…,3/16/2018 5:54,0,MSDI,0,neutral
Giving microfinance loan at 0% interest. Kudus to @M_AmjadSaqib #PAS for the innovation. This has really helped in… https://t.co/FCpxR9Bs2X,3/16/2018 5:52,5,Taha Saleem,0.2,positive
As @monashMSDI prepares to host Nobel laureate Professor Muhammad Yunus (@Yunus_Centre) Dr Sara Niner from School o… https://t.co/vUOpZuMdea,3/16/2018 5:50,2,Sharon Pickering,0,neutral
The Aboitiz Foundation offers many avenues for financial development and empowerment through microfinance partnersh… https://t.co/YRhVOTxIT7,3/16/2018 5:50,1,Aboitiz Foundation,0.2,positive
"RT @CirebonPower: Cirebon Power bukan sekedar pembangkit listrik untuk mendukung program kelistrikan nasional, tapi juga membawa misi mendo…",3/16/2018 5:46,0,Ortega,0,neutral
"RT @CirebonPower: Presiden Direktur Cirebon Power Heru Dewanto menandatangani MoU micro finance dengan Komida, pagi ini. Heru menyampaikan…",3/16/2018 5:46,0,Ortega,0,neutral
"RT @TripleJumpNL: Triple jump's Dirk de Vlaam wil be speaking @ the 14th annual global microfinance forum in Munich today. The topic? ""Is t…",3/16/2018 5:36,0,NordSIP,0,neutral
#Alibaba-backed #AntFinancial purchases 45% stake of Pakistan's #microfinance company #TelenorMicrofinanceBank for… https://t.co/D49tP5yyzy,3/16/2018 5:30,0,All Tech Asia,0,neutral
#Mobile #Banking -  Mobile Phone and Internet Banking Services. Yako Microfinance banl  is based on the mobile phon… https://t.co/AyUo3WuBNX,3/16/2018 5:28,0,YakoMicrofinance,0,neutral
RT @myokyawthu67198: Exclusive: Myanmar-focused PE Delta Capital closes $7m funding in Easy Microfinance: #Myanmar #Burma https://t.co/78j5…,3/16/2018 5:21,0,Conventus Myanmar,0.433333333,positive
RT @dev9_: Telenor Group and Ant Financial Services sign MoU for Strategic Partnership agreement in Pakistan with Ant Investing $184.5 Mill…,3/16/2018 5:12,0,Emerging Pakistan,0,neutral
RT @Akhuwat: Akhuwat is not a conventional profit-oriented microfinance bank. We look at the investment opportunities as investments in hum…,3/16/2018 5:02,0,NJV,0.071428571,positive
No Experience Branch Accounts Officer Job Opportunities - BRAC Uganda Microfinance Ltd https://t.co/S82Mhtb2Cp,3/16/2018 4:41,0,UgandanJobline,0,neutral
"RT @TharaniJega: It's not everyday you get to see your #inspiration... Prof. Muhammad Yunas, Nobel peace prize winner, the founding father…",3/16/2018 4:41,0,Social Good Stuff,0.1,positive
RT @WFIChampions: Women #smallholders in #Bangladesh are almost twice as likely to have a #microfinance account as men. See what else you c…,3/16/2018 4:30,0,Michael Tsikai,0,neutral
RT @MonashUni: As we prepare to host #NobelPeacePrize winner Muhammad Yunus—the Bangladeshi social entrepreneur who founded the @grameenban…,3/16/2018 4:08,0,Monash Alumni,0.033333333,positive
RT @MonashUni: As we prepare to host #NobelPeacePrize winner Muhammad Yunus—the Bangladeshi social entrepreneur who founded the @grameenban…,3/16/2018 3:51,0,Asif Ferdous,0.033333333,positive
Proceeds from the share sale to existing stockholders will increase the @TalktoBPI $BPI's capital to expand its loa… https://t.co/JGyJXlSZOq,3/16/2018 2:57,0,JeromeCMorales,0,neutral
3 Fresher Loans Officer Job Opportunities - Kolping Microfinance (U) Ltd https://t.co/mdGATw7NGR,3/16/2018 2:56,0,UgandanJobline,0,neutral
